Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized,title
"Hu, Yang","Bangar, Esha",,,,,CE,3302,002,3,5,1,,1,1,,,,,,,,,,,,,0,yxh177430,yang hu,Signals and Systems 
"Hu, Yang","Bangar, Esha",,,,,EE,3302,002,9,21,7,4,2,2,3,1,,,,,1,,,,,,0,yxh177430,yang hu,Signals and Systems 
"Min, Richard K","Hu, Yibo",,,,,CS,6364,501,,10,7,11,3,1,1,,,,,,1,,,,,,1,rkm010300,richard min,Artificial Intelligence 
"Webb, Jennifer H","Eslami Manoochehri, Hafez",,,,,EE,3102,109,4,2,3,3,,,,,,,,,1,,,,,,2,jhw170130,jennifer webb,Signals and Systems Laboratory 
"Tacca, Marco",,,,,,CE,4389,003,,9,1,,1,,1,,,,,,,,,,,,0,mtacca,marco tacca,Senior Design Project II 
"Tacca, Marco",,,,,,EE,4389,003,,16,3,4,1,1,4,,,,,,,,,,,,0,mtacca,marco tacca,Senior Design Project II 
"Hassanipour, Fatemeh","Jiang, Lin",,,,,MECH,3120,104,10,8,2,,,,,,,,,,,,,,,,0,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
"Qiu, Fang","Shi, Fan",,,,,GISC,6389,001,,,,,,,,,,,,,,,,,21,,0,ffqiu,fang qiu,Geospatial Information Sciences Master s Research 
"Simoni, Zachary","Love-Hal, Jewell N",,,,,SOC,1301,001,3,25,12,8,8,5,1,2,2,1,1,2,4,,,,,,0,zrs160030,zachary simoni,Introduction to Sociology 
"Roetzel, Natalie J",,,,,,PSCI,4396,HN1,,15,,,,,,,,,,,,,,,,,0,njr120030,,Selected Topics in Government and Politics 
"Polk, Elmer O","Kanvinde, Vrishali",,,,,CRIM,1301,001,19,18,15,4,4,10,2,2,3,1,1,2,8,,,,,,1,peo091000,elmer polk,Introduction to Criminal Justice 
"Parker, John",,,,,,CRIM,2306,001,1,6,5,3,5,3,6,5,3,1,1,,2,,,,,,0,jxp172430,,Criminal Law 
"Shuraydi, Amny",,,,,,CRIM,3301,001,2,11,13,3,3,1,1,4,,,,,1,,,,,,0,axs136130,amny shuraydi,Theories of Justice 
"Vieraitis, Lynne M","Hayslip, Melissa P",,,,,CRIM,3302,001,,1,3,6,7,2,5,3,3,2,,,3,,,,,,3,lmv071000,lynne vieraitis,Advanced Criminology 
"Polk, Elmer O","Shih, Meng Ru",,,,,CRIM,3303,001,8,12,6,2,4,,,,1,,,,6,,,,,,0,peo091000,elmer polk,Advanced Criminal Justice 
"Jacobs, Bruce A",,,,,,CRIM,3312,001,3,4,5,8,5,4,8,3,2,1,,1,,,,,,1,2,baj034000,bruce jacobs,Drugs and Crime 
"Martin, Kelli D",,,,,,CRIM,4311,0W1,8,13,3,2,4,1,1,4,2,,,,2,,,,,,1,kds106020,kelli martin,Crime and Justice Policy 
"Bray, Timothy M","Han, Sungil",,,,,CRIM,4322,001,4,3,6,9,6,3,,,,,1,,,,,,,,0,tmb021000,timothy bray,Senior Research Seminar 
"Ketsler, Luba",,,,,,ECON,2301,001,3,13,8,5,22,6,4,21,12,3,7,1,12,,,,,,0,lxk010300,luba ketsler,Principles of Macroeconomics 
"Si, Xia",,,,,,ECON,2301,002,,27,24,9,12,5,3,1,,,,,8,,,,,,1,xxs101120,xia si,Principles of Macroeconomics 
"Ahmadi, Maryam",,,,,,ECON,2302,001,4,5,6,5,13,10,10,9,4,3,1,,3,,,,,,3,mxa143930,maryam ahmadi,Principles of Microeconomics 
"McElroy, Susan","Zhang, Licheng",,,,,ECON,2302,002,32,19,6,7,15,5,1,1,,,,,1,,,,,,0,skm028000,susan mcelroy,Principles of Microeconomics 
"Andrews, Rodney J","Griffie, Vernicia A",,,,,ECON,3310,001,6,9,1,,5,1,2,6,,,,,8,,,,,,1,rja091000,rodney andrews,Intermediate Microeconomic Theory 
"Ketsler, Luba",,,,,,ECON,3330,001,7,27,6,10,10,4,1,3,1,,,1,3,,,,,,0,lxk010300,luba ketsler,Economics of Health 
"Dumas, Lloyd",,,,,,ECON,4336,001,,7,6,11,13,,5,8,,,,,,,,,,1,0,ljdumas,lloyd dumas,Environmental Economic Theory and Policy 
"O'Brien, Daniel M",,,,,,ECON,4351,001,8,14,5,,7,,1,,,,,,4,,,,,,0,obri,daniel obrien,Mathematical Economics 
"Li, Dong","Hou, Aoyu",,,,,ECON,4355,001,3,6,4,2,2,3,2,2,,1,1,2,1,,,,,,1,dxl145430,dong li,Econometrics 
"Kiser, Stephen L",,,,,,ECON,5322,501,,9,7,2,1,,,,,,,,,,,,,,0,slk012100,stephen kiser,Macroeconomic Theory for Applications 
"O'Brien, Daniel M","Choi, Soohyun",,,,,ECON,6306,501,,26,2,,,,,,,,,,,,,,,,0,obri,daniel obrien,Applied Econometrics 
"Sul, Donggyu",,,,,,ECON,6309,001,,5,8,4,1,,,,,,,,,,,,,1,3,dxs093000,donggyu sul,Econometrics I 
"D'Orazio, Vito","Stanaland, Leslie",,,,,EPPS,6316,501,,8,4,6,2,,1,1,,,,,1,,,,,,1,vxd152030,vito dorazio,Applied Regression 
"Brandt, Patrick","Bi, Jingnan",,,,,EPPS,7316,001,,4,3,5,3,3,,,,,,,,,,,,,0,pxb054000,patrick brandt,Regression and Multivariate Analysis 
"Hoang, Trang T",,,,,,PA,3333,001,3,3,8,1,1,3,,,,,,,1,,,,,,0,tth130030,,Human Resources Management 
"Stewart, Marianne","Verma, Shaivya","Dzanie, Raphael K",,,,PSCI,3333,001,3,14,9,20,13,13,3,4,2,,1,,1,,,,,,4,mstewart,marianne stewart,Political Behavior 
"Vakulenko, Irina","Shah, Muna",,,,,GEOG,3331,001,1,4,4,4,3,7,3,,,,,,1,,,,,,1,iav081000,irina vakulenko,Urban Growth and Structure 
"Vakulenko, Irina","Shah, Muna",,,,,GEOG,2303,001,3,3,6,4,1,2,,1,,,,,2,,,,,,0,iav081000,irina vakulenko,People and Place  An Introduction to World Geographic Regions 
"Horn, Scott E","Koo, Hyeongmo",,,,,GISC,6388,501,,8,,,,,,,,,,,,,,,,,0,seh082000,,Advanced GIS Programming 
"Leblebicioglu, Asli","Montenegro Arana, Sebastian",,,,,ECON,3311,001,1,3,4,8,3,5,3,2,2,2,2,,1,,,,,,0,axl128330,,Intermediate Macroeconomic Theory 
"Davis, Stephanie","Kim, Youngsil","Akarte, Prajakti V","Latiolais, Jasmine R",,,PSCI,3362,001,23,17,15,7,6,5,4,2,1,4,,,2,,,,,,3,sxd168630,stephanie davis,The American Political Institutions 
"Ketsler, Luba",,,,,,ECON,2301,003,5,9,5,9,20,9,3,15,6,,6,2,5,,,,,,1,lxk010300,luba ketsler,Principles of Macroeconomics 
"Li, Xin","Yang, Shuo",,,,,ECON,2302,003,1,10,7,18,19,14,9,3,3,1,,,1,,,,,,2,xxl068000,xin li,Principles of Microeconomics 
"Okeem, Chidike I",,,,,,CRIM,3319,001,,5,12,4,6,2,1,,,,,,1,,,,,,0,cio150030,chidike okeem,Comparative Justice Systems 
"Vakulenko, Irina","Shah, Muna",,,,,GEOG,3370,001,,2,5,4,7,4,2,2,,,1,,1,,,,,,0,iav081000,irina vakulenko,The Global Economy 
"Harpham, Edward","Chin, Michelle L",,,,,PSCI,4370,HN1,,47,,,,,,,,,,,,,,,,,1,harpham,edward harpham,Policy Making Process 
"Daly, John A","Chin, Michelle L",,,,,PSCI,4372,HN1,,47,,,,,,,,,,,,,,,,,1,jad105020,,Advocacy and Politics 
"Swerdlow, Joel L","Chin, Michelle L",,,,,PSCI,4373,HN1,,47,,,,,,,,,,,,,,,,,1,jls059000,,Politics of National Memory 
"McCaskill, John R",,,,,,PA,6320,501,,14,,,,,,,,,,,,,,,,,1,jrm094020,john mccaskill,Organizational Theory 
"Polk, Elmer O","Shih, Meng Ru",,,,,CRIM,3310,001,34,16,7,1,1,6,2,,3,,,,2,,,,,,1,peo091000,elmer polk,Youth Crime and Justice 
"Maskaly, Jonathan","Hernandez, Richard",,,,,CRIM,6311,001,,1,3,1,4,,,,,,,,,,,,,,0,jxm166430,jonathan maskaly,Crime and Justice Policy 
"Kiel, Lowell D",,,,,,PA,4340,001,,7,3,5,2,4,,3,,,,,,,,,,,0,dkiel,,Creating High Performance Organizations 
"Valcarcel, Victor J",,,,,,ECON,7302,501,,1,5,2,,3,,1,,,,,,,,,,,0,vjv150130,victor valcarcel,Macroeconomics Theory II 
"Cummings, Anthony R","Liau, Yan-Ting",,,,,GEOG,2302,001,1,,3,1,5,5,1,1,2,1,,,1,,,,,,0,arc131030,anthony cummings,The Global Environment 
"Goodman, Doug",,,,,,PA,6399,501,,8,1,3,,,,,,,,,,,,,,,0,dxg101000,doug goodman,Capstone in Public Affairs 
"Hughes, Amy E","Hu, Lan",,,,,GISC,6381,501,,7,3,2,2,1,,2,,,,,,,,,,1,1,aes092020,,Geographic Information Systems Fundamentals 
"Benavides, Teodoro J",,,,,,PA,6342,0W1,,13,,,,,,,,,,,,,,,,,0,tjb051000,teodoro benavides,Local Economic Development 
"Benavides, Teodoro J",,,,,,ECON,6372,0W1,,10,,,,,,,,,,,,,,,,,0,tjb051000,teodoro benavides,Local Economic Development 
"Seagroves, Tony A",,,,,,PSCI,4V66,501,8,10,,,1,,,,,,,,,,,,,,0,tas064000,tony seagroves,Mock Trial 
"Dow, Douglas C",,,,,,GOVT,2306,HN1,2,9,7,3,2,,,,,,,,,,,,,,0,dougdow,douglas dow,State and Local Government 
"Polk, Elmer O","Kanvinde, Vrishali",,,,,CRIM,2317,001,9,9,4,1,4,2,,1,,,,,4,,,,,,0,peo091000,elmer polk,Criminal Prosecution and Court Process 
"Dell, Brent",,,,,,GISC,4325,001,,4,5,2,2,1,1,,,,,,,,,,,,0,bxd160430,brent dell,Introduction to Remote Sensing 
"Chastain, Bryan J","Yu, Xiaohe",,,,,GISC,4382,001,,2,3,2,,,,3,1,,,,1,,,,,,3,bjc062000,bryan chastain,Applied Geographic Information Systems 
"Lowe, Evan","Gutierrez Mannix, Carlos Daniel","Cando Naranjo, Jose J",,,,GOVT,2306,004,23,38,46,20,18,19,19,10,15,3,4,6,16,,,,,,1,exl171930,evan lowe,State and Local Government 
"Davis, Stephanie","Akarte, Prajakti V","Latiolais, Jasmine R","Kim, Youngsil",,,GOVT,2306,005,167,28,28,13,11,13,3,3,5,1,1,1,3,,,,,,2,sxd168630,stephanie davis,State and Local Government 
"Ratliff, Lauren A","Gathman, Adrienne E","Parker, Misty D","Rhyu, Kyunghee",,,GOVT,2306,001,34,52,32,23,38,19,11,30,11,8,3,2,13,,,,,,2,lar170530,lauren santoro,State and Local Government 
"Larue, Patrick","Das, Soham","Sun, Zeyu",,,,GOVT,2305,001,,9,22,12,40,17,11,27,12,9,11,10,31,,,,,,5,pxl111020,patrick larue,American National Government 
"Cummings, Anthony R","Liau, Yan-Ting",,,,,ENVR,2302,001,3,1,2,1,2,2,1,2,,,,1,1,,,,,,0,arc131030,anthony cummings,The Global Environment  (3 Semester Credit Hours)
"White, Lionel S","Savage, Tiffany L",,,,,GISC,5322,001,,7,1,,1,,,,,,,,,,,,,,0,lwhite,,GPS 
"Modjarrad, Shahin S",,,,,,PSCI,4364,001,40,,,1,,,,1,,,,1,1,,,,,1,0,ssm140230,shahin modjarrad,Civil Rights Law and Society 
"White, Lionel S","Savage, Tiffany L",,,,,GISC,5324,501,,10,1,,,,,,,,,,,,,,,,0,lwhite,,3D Data Capture and Ground Lidar 
"Powell, Zachary A",,,,,,CRIM,3300,001,,9,6,7,5,4,5,1,,,,,3,,,,,,1,zap130030,zachary powell,Crime and Civil Liberties 
"McKay, Brian",,,,,,CRIM,4337,501,3,3,4,1,1,1,2,2,5,1,,,,,,,,,3,bxm131530,brian mckay,Landmark Supreme Court Cases 
"Leeper Piquero, Nicole","Piquero, Alexis M",,,,,CRIM,7315,001,,2,,2,2,,,,,,,,,,,,,,0,nxl112230,nicole piquero,Evidence-Based Crime Prevention 
"Leblebicioglu, Asli","Montenegro Arana, Sebastian",,,,,ECON,4382,001,3,3,4,8,4,7,2,3,1,1,,,,,,,,,2,axl128330,,International Finance 
"Li, Xin","Yang, Shuo",,,,,ECON,7301,001,,2,4,4,,2,,,,,,,,,,,,,0,xxl068000,xin li,Microeconomics Theory II 
"Yuan, May","Karale, Yogita Y",,,,,GISC,6385,001,,7,1,,3,1,,1,,,,,,,,,,1,0,mxy141230,,GIS Theories  Models and Issues 
"Qiu, Fang","Shi, Fan",,,,,GISC,7365,001,,8,2,1,,,,,,,,,,,,,,,1,ffqiu,fang qiu,Advanced Remote Sensing 
"Suh, Ji Won",,,,,,PSCI,3310,001,,3,6,4,2,,,,,,,1,,,,,,,0,jxs145530,,Public Management 
"Harrington, James",,,,,,PA,2325,001,,4,4,5,,,,,,,,,,,,,,,0,jxh134630,james harrington,Introduction to Public Service 
"Suh, Ji Won",,,,,,PA,3310,001,4,4,6,,3,2,2,,,,,2,,,,,,,0,jxs145530,,Public Management 
"Cohen, Galia",,,,,,PA,4345,001,,1,4,2,3,4,3,4,1,,1,,,,,,,,4,gxc097120,galia cohen,Negotiation and Conflict Resolution 
"Benavides, Teodoro J",,,,,,PA,6344,501,,9,,,,,,,,,,,,,,,,,0,tjb051000,teodoro benavides,Local Government Management 
"McCaskill, John R",,,,,,PA,7314,001,,6,,,,,,,,,,,,,,,,,0,jrm094020,john mccaskill,Advanced Policy Process  Implementation and Evaluation 
"Battaglio, Randy P",,,,,,PA,7350,501,,8,,,,,,,,,,,,,,,,,0,rpb071000,jr r paul battaglio,Advanced Organizational Theory and Behavior 
"Lanham, Carol C","Love-Hal, Jewell N",,,,,SOC,3352,0W1,2,11,20,10,4,4,4,4,6,1,2,1,1,,,,,,1,ccl054000,carol lanham,Sex  Gender and Society 
"Simoni, Zachary","Love-Hal, Jewell N",,,,,SOC,4384,001,2,12,7,5,8,,,1,2,,,,,,,,,1,1,zrs160030,zachary simoni,Social Epidemiology 
"Kim, Dohyeong","Zaychik, Danielle",,,,,PPPE,6321,501,,8,8,8,1,1,,,,,,,,,,,,,1,dxk132530,dohyeong kim,Economics for Public Policy 
"Hicks, Donald",,,,,,PPPE,6342,001,,2,1,1,1,2,,1,,,,,1,,,,,1,1,dahicks,donald hicks,Research Design II 
"Sutton, Kara L",,,,,,EPPS,2301,001,12,29,18,18,5,2,,2,1,,,,3,,,,,,0,klt011200,kara sutton,Research Design in the Social and Policy Sciences 
"Sutton, Kara L",,,,,,EPPS,2302,501,14,26,8,12,8,2,2,1,4,,,,6,,,,,1,2,klt011200,kara sutton,Methods of Quantitative Analysis in the Social and Policy Sciences 
"Grover, William C",,,,,,EPPS,6313,501,,6,4,4,5,2,,,,,,,2,,,,,1,2,wcg071000,william grover,Introduction to Quantitative Methods 
"Elliott, Euel W","Rejepov, Vepa",,,,,GOVT,2306,002,,21,25,14,15,18,15,11,6,6,,1,8,,,,,,2,eelliott,euel elliott,State and Local Government 
"Lee, Young-Joo",,,,,,PA,6382,501,,11,8,,1,1,,,,,,,1,,,,,,0,yxl093000,young joo lee,Nonprofit Management 
"Wheeler, Andrew",,,,,,CRIM,4323,0H1,,16,,,2,,,1,,,,,,,,,,,0,axw161530,,Communities and Crime 
"Huskey, Michael",,,,,,CRIM,1301,0W1,,16,7,6,3,6,6,6,1,1,1,1,9,,,,,,4,mxh160630,michael huskey,Introduction to Criminal Justice 
"Kovandzic, Tomislav",,,,,,CRIM,1307,0W1,4,28,16,16,7,2,1,,,,1,,4,,,,,,0,tvk071000,tomislav kovandzic,Introduction to Crime and Criminology 
"Valcarcel, Victor J",,,,,,ECON,3312,001,,6,,2,4,1,2,7,,,6,,3,,,,,,9,vjv150130,victor valcarcel,Money and Banking 
"Wunder, Timothy",,,,,,ECON,2302,0W1,,16,1,,32,3,3,36,5,,16,1,17,,,,,,4,txw132630,timothy wunder,Principles of Microeconomics 
"Siqueira, Kevin J",,,,,,ECON,4360,001,2,7,2,4,3,2,3,2,,,1,2,1,,,,,,0,kjs064000,kevin siqueira,International Trade 
"Elliott, Euel W","Rejepov, Vepa",,,,,PPPE,6347,001,,5,,2,,1,,,,,,,1,,,,,1,1,eelliott,euel elliott,Proseminar in Political Institutions and American Politics 
"Davis, Stephanie","Kim, Youngsil","Latiolais, Jasmine R","Akarte, Prajakti V",,,GOVT,2305,003,64,38,36,29,21,24,15,13,8,5,3,1,3,,,,,,3,sxd168630,stephanie davis,American National Government 
"Qiu, Fang","Shi, Fan",,,,,GISC,6384,001,,16,1,1,,2,,,,,,,1,,,,,1,1,ffqiu,fang qiu,Advanced Geographic Information Systems 
"Kim, Alisha A",,,,,,EPPS,2301,003,,12,6,2,7,1,,,1,,,,4,,,,,,0,axk124331,alisha kim,Research Design in the Social and Policy Sciences 
"Peinhardt, Clint W","Cavallo De Oliveira, Paulo Marcio",,,,,PSCI,4356,001,1,6,9,5,9,7,3,2,1,1,2,,2,,,,,,0,cwp052000,clint peinhardt,International Political Economy 
"Kiel, Lowell D",,,,,,PA,6326,501,,1,2,2,2,,,,,,,,,,,,,,0,dkiel,,Decision Tools for Managers 
"Chordiya, Rashmi V",,,,,,PA,3380,0W1,6,22,2,4,4,1,,2,,,,,1,,,,,,0,rvc140130,rashmi chordiya,Organizations  Theory and Behavior 
"Sabharwal, Meghna",,,,,,PA,6311,501,,16,,,1,,,,,,,,,,,,,,1,mxs095000,meghna sabharwal,Public Management 
"Cummings, Anthony R","Liau, Yan-Ting",,,,,GISC,4386,001,2,2,3,5,1,3,1,,1,,,,2,,,,,,1,arc131030,anthony cummings,Global Change and Its Challenges 
"Carlsen-Landy, Beverly L",,,,,,SOC,1301,0W1,5,10,7,5,1,3,1,2,2,2,3,,7,,,,,,1,blc120130,beverly carlsen landy,Introduction to Sociology 
"Elliott, Euel W","Rejepov, Vepa",,,,,PSCI,6347,001,,8,7,1,,,,,,,,,,,,,,,0,eelliott,euel elliott,Proseminar in Political Institutions and American Politics 
"Harrington, James",,,,,,PA,6315,501,,12,6,3,,,,,,,,,,,,,,1,1,jxh134630,james harrington,Evaluating Program and Organizational Performance 
"Earle, Doric E",,,,,,ECON,3330,501,,14,5,5,4,,,,1,,,,,,,,,,0,dee011000,doric earle,Economics of Health 
"O'Brien, Daniel M","Choi, Soohyun",,,,,ECON,6306,502,,22,2,,,,,,,,,,,,,,,,0,obri,daniel obrien,Applied Econometrics 
"Malek-Ahmadi, John H",,,,,,SOC,2320,0W1,,24,6,4,13,,1,,,,,,,,,,,,2,jhm110020,john malek ahmadi,Contemporary Social Issues 
"Carlsen-Landy, Beverly L",,,,,,SOC,2305,0W1,,1,2,,3,3,2,1,1,1,,,5,,,,,,0,blc120130,beverly carlsen landy,Individual and Society 
"Kim, Kwang Soo",,,,,,ECON,2301,501,4,2,2,2,3,,,1,2,,1,,1,,,,,,1,kxk124930,,Principles of Macroeconomics 
"Ramezani, Rasoul",,,,,,ECON,2302,501,2,6,3,1,,3,3,1,3,2,,2,2,,,,,,1,rxr145930,rasoul ramezani,Principles of Microeconomics 
"Giertz, Seth","Nguyen, Hien T",,,,,ECON,4320,001,1,7,3,12,1,9,2,2,1,,,,,,,,,,0,sxg154831,seth giertz,Public Sector Economics 
"Chen, Patricia M",,,,,,EPPS,2301,002,,7,5,5,4,5,6,4,5,,,1,3,,,,,,4,pmpan,patricia chen,Research Design in the Social and Policy Sciences 
"Malek-Ahmadi, John H",,,,,,SOC,3325,0W1,,40,2,7,8,1,,1,,,,,,,,,,,0,jhm110020,john malek ahmadi,Race and Ethnicity 
"Lanham, Carol C","Love-Hal, Jewell N",,,,,SOC,4357,001,2,16,11,1,9,6,4,5,3,,,,2,,,,,,1,ccl054000,carol lanham,Drugs  Alcohol and Society 
"Simoni, Zachary","Love-Hal, Jewell N",,,,,SOC,4306,001,2,3,1,1,2,2,,,,,,,,,,,,,0,zrs160030,zachary simoni,Advanced Sociological Research 
"Arguelles, Ariel",,,,,,PA,3379,001,9,4,4,,,,,2,,,,,,,,,,,0,axa152731,ariel arguelles,Diversity in the Public Sector 
"Gorina, Evgenia","Zvobgo, Varaidzo",,,,,PA,6374,0W1,,3,3,2,,,,,,,,,1,,,,,,0,exg131830,evgenia gorina,Financial Management for Nonprofit Organizations 
"Alexander, Bobby",,,,,,EPPS,7V81,001,,6,1,,,,,,,,,,,,,,,1,0,bcalex,bobby alexander,Special Topics in Social Science Research Methodology 
"Lowe, Evan","Zengin, Abdullah Furkan","Endicott, Connor W",,,,GOVT,2306,003,27,27,31,12,15,10,6,1,5,3,1,1,5,,,,,,1,exl171930,evan lowe,State and Local Government 
"Bray, Timothy M","Han, Sungil",,,,,CRIM,2313,001,2,4,6,5,,2,,,2,2,1,,2,,,,,,0,tmb021000,timothy bray,Police and Society 
"Alexander, Bobby","Love-Hal, Jewell N",,,,,SOC,3333,001,12,9,19,5,7,7,2,,,,,,2,,,,,,0,bcalex,bobby alexander,Religion in Society 
"Lowe, Evan",,,,,,PSCI,3301,001,6,13,11,8,5,7,2,1,1,,,2,5,,,,,,2,exl171930,evan lowe,Political Theory 
"Gorina, Evgenia",,,,,,PA,3378,001,,2,4,1,1,,3,,,,,,1,,,,,,1,exg131830,evgenia gorina,Public Finance and Economics 
"Ketsler, Luba",,,,,,ECON,3330,002,2,22,6,12,20,2,,1,,,,,,,1,,,,5,lxk010300,luba ketsler,Economics of Health 
"Grover, William C",,,,,,ECON,6306,503,,25,2,,1,,,,,,,,,,,,,,0,wcg071000,william grover,Applied Econometrics 
"Wright, David A",,,,,,BIS,3320,501,7,9,3,2,8,3,3,6,,,,,1,,,,,,0,wright,david wright,The Nature of Intellectual Inquiry 
"Hudson, Jennifer M",,,,,,BIS,3320,001,2,6,8,3,3,5,,2,1,1,,,3,,,,,,0,jxh100220,jennifer hudson,The Nature of Intellectual Inquiry 
"Hudson, Jennifer M",,,,,,BIS,3320,002,3,8,6,4,3,1,1,,1,,,,1,,,,,,2,jxh100220,jennifer hudson,The Nature of Intellectual Inquiry 
"Wissinger, Tonja",,,,,,BIS,3320,003,,7,,4,7,,2,2,,,3,,3,,,,,,3,twissin,tonja wissinger,The Nature of Intellectual Inquiry 
"Fagg, Sharon",,,,,,ED,3314,001,11,9,1,,7,2,,1,,,,,1,,,,,,0,sxf044000,sharon fagg,The American Public School 
"Leek, Patricia A",,,,,,ED,3315,501,,6,1,1,1,2,,,,,,,,,,,,,0,santine,patricia leek,Children s Literature 
"Nelson, Robert E",,,,,,ED,3339,001,11,17,5,8,3,1,1,,,,,,1,,,,,,1,ren011000,robert nelson,Educational Psychology for Teachers 
"Haun, Julia T",,,,,,ED,3340,501,1,3,5,,3,3,,5,,,1,,1,,,,,,0,jlb018300,julia haun,Math Concepts for Teachers 
"McNulty, Angela B",,,,,,ED,3345,001,,5,8,1,3,,,,,,,,,,,,,,1,mcnulty,,Art  Music  and Physical Development Grades EC - 6 
"McNulty, Angela B",,,,,,ED,3345,501,,5,3,2,1,,,1,,,,,,,,,,,0,mcnulty,,Art  Music  and Physical Development Grades EC - 6 
"Schlosser, Polly",,,,,,ED,3382,501,3,10,5,3,1,1,,,,,,,,,,,,,1,pxs091000,polly schlosser,Curriculum and Instruction in Social Studies 
"Hennessy, Emily T",,,,,,ED,4343,001,10,2,1,,,1,,,,,,,,,,,,,0,eft031000,emily hennessy,Science Methods for Grades EC - 6 
"Huisman, Ingrid",,,,,,ED,4344,501,,3,5,3,10,1,,,,,,,,,,,,,0,ibh013000,ingrid huisman,Mathematics Methods for Elementary Teachers 
"McNulty, Angela B",,,,,,ED,4352,001,,1,3,3,10,1,,,,,,,,,,,,,0,mcnulty,,Reading I  Learning to Read 
"McNulty, Angela B",,,,,,ED,4352,002,,4,8,5,2,,,,,,,,,,,,,,0,mcnulty,,Reading I  Learning to Read 
"Starke, Tamera",,,,,,ED,4353,001,12,5,1,,3,,,,,,,,,,,,,,0,txs180008,,Reading in Secondary Content 
"Chandler, Candice",,,,,,ED,4357,001,,3,1,,,1,1,3,3,,,,,,,,,,0,cxc031000,candice chandler,Diagnostic Reading 
"Chandler, Candice",,,,,,ED,4357,002,,3,2,3,3,2,1,2,1,,,,,,,,,,0,cxc031000,candice chandler,Diagnostic Reading 
"Parker, Teresa L",,,,,,ED,4361,501,,11,3,,,,,,,,,,,,,,,,0,tparker,teresa parker,Classroom Management Secondary 
"Chandler, Candice",,,,,,ED,4363,001,1,5,4,,,2,,,,,,,,,,,,,0,cxc031000,candice chandler,Reading II ELAR Methods 
"Parker, Teresa L",,,,,,ED,3342,501,,15,1,1,,,,,,,,,,,,,,,0,tparker,teresa parker,Classroom Management Grades EC - 6 
"Byrnes, Kathleen A",,,,,,HLTH,1100,001,2,32,204,7,2,,,,,,,,,,,,,,0,kab019000,kathleen byrnes,Career Explorations for the Health Professions 
"Day, Lora N",,,,,,HLTH,1322,0W1,,9,10,6,13,5,1,4,1,,2,,3,,,,,,4,lnd092000,lora day,Human Nutrition 
"Sandon, Lona",,,,,,HLTH,3101,0W1,,148,,,2,,,,,,,,,,,,,,0,lxs095000,lona sandon,Medical Terminology 
"Simpson, Carrie M",,,,,,BIS,4306,0W1,2,1,5,7,2,2,,,1,1,,,6,,,,,,2,cms131030,carrie simpson,Strategies for Diversity in Education 
"Winstead, Elizabeth L",,,,,,AMS,3350,001,9,5,3,2,4,2,,1,,,,,2,,,,,,0,lwm061000,elizabeth winstead,Crisis Communication 
"Wissinger, Tonja",,,,,,ISIS,3312,001,2,6,1,1,5,1,,3,3,,2,,,,,,,,0,twissin,tonja wissinger,Women in Management 
"Weiner, Michelle L",,,,,,ED,4345,501,1,2,3,2,1,1,,,,,,,,,,,,,0,mxw051000,michelle weiner,Social Studies Methods for Grades EC - 6 
"Rainey, Anthony D",,,,,,HLTH,4108,001,19,7,,,1,,,,,,,,2,,,,,,0,doyen,anthony rainey,Verbal Reasoning and Writing for Pre-Health 
"Byrnes, Kathleen A",,,,,,HLTH,3301,001,,3,6,3,8,17,7,8,5,2,4,4,2,,,,,,1,kab019000,kathleen byrnes,Issues in Geriatric Healthcare 
"Edwards, Christopher W","Henry, Loreen S",,,,,BIS,3190,0W2,14,7,1,4,3,1,,,,,,,1,,,,,,0,cwe011000,christopher edwards,Library Research Skills 
"Starke, Tamera",,,,,,AMS,4300,001,7,5,,2,,,,,1,,,,1,,,,,,0,txs180008,,Oral and Written Communication for the Classroom 
"Byrnes, Kathleen A",,,,,,HLTH,3315,001,,3,22,17,28,30,10,6,6,2,3,2,2,,,,,,0,kab019000,kathleen byrnes,Issues in Patient Education 
"Baetge, Claire",,,,,,HLTH,1301,0W1,3,18,5,1,4,1,1,1,1,,,,,,,,,,0,cxb170330,claire baetge,Introduction to Kinesiology 
"Duquaine-Watson, Jill M",,,,,,HLTH,3310,001,15,15,12,10,7,2,2,,1,,,1,1,,,,,,1,jmw087000,jillian duquaine watson,Health Care Issues  Global Perspectives 
"Gold, Terry",,,,,,PHIN,1120,001,,20,,,,,,,,,,,2,,,,,,0,yogagold,terry gold,Beginning Yoga 
"Leek, Patricia A",,,,,,ED,3315,002,,8,,,1,,,,,,,,1,,,,,,1,santine,patricia leek,Children s Literature 
"Edwards, Christopher W","Henry, Loreen S",,,,,BIS,3190,0H1,15,4,3,1,4,1,1,,1,,,,2,,,,,,0,cwe011000,christopher edwards,Library Research Skills 
"Nix, Rebekah K",,,,,,ED,4372,0W1,11,5,,,1,,,,,,,,,,,,,,0,rnix,rebekah nix,Educational Technology 
"Nix, Rebekah K",,,,,,ED,4372,0W2,9,1,,,3,1,,,,,,,3,,,,,,0,rnix,rebekah nix,Educational Technology 
