Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
MUSI,3322,001,2,10,3,1,6,1,1,5,1,,,,,0,,,,,"Evans, Kathryn C",,,,,,kcevans,kathryn evans,Music in Historical Context 
CHEM,1112,134,7,17,5,,,,,,,,,,1,0,,,,,"Dissanayake, Dushanthi S","Pope, Mitchell A",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory II 
FIN,6356,501,,6,8,6,3,2,4,1,,,,,,0,,,,,"Davis, Richard L",,,,,,rld170030,richard davis,Mergers and Acquisitions 
ATCM,2321,001,,2,4,9,8,4,2,,1,,,,,0,,,,,"Imaoka, Laura",,,,,,lxi170030,laura imaoka,Reading Media Critically 
CHEM,2125,113,10,13,4,2,,1,,,,,,,,0,,,,,"Shah, Shailesh N","Diwakara Mohottalalage, Shashini Devika D",,,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory II 
PHYS,2125,119,8,22,,,,,,,,,,,,0,,,,,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun,Physics Laboratory I 
MKT,3300,5E1,2,7,7,5,5,3,,,1,,,,,0,,,,,"Meda, Edward","Tsai, Lin",,,,,exm150330,edward meda,Principles of Marketing 
MKT,6309,501,,17,5,6,2,,,,,,,,,0,,,,,"Li, Xiaolin","Kasaian, Keyvan",,,,,xxl157230,xiaolin li,Marketing Research 
PHYS,2125,602,2,22,2,1,1,,,,,1,,,1,0,,,,,"Sun, Kuei","Mishra, Aditya K",,,,,kxs147030,kuei sun,Physics Laboratory I 
CHEM,2125,109,10,15,3,1,1,,,,,,,,,0,,,,,"Wijenayake, Sumudu N","Tajik Asl, Masoumeh",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry Laboratory II 
MKT,3330,502,4,7,7,2,5,1,1,1,,,,1,1,0,,,,,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
LIT,2350,001,2,5,10,3,1,2,1,1,1,1,,,3,0,,,,,"Barnes, Ashley",,,,,,axb162631,ashley barnes,Close Reading 
COMD,6377,001,,28,,,2,,,,,,,,,0,,,,,"Kenedi, Helen","Sale, Felicity F",,,,,kenedi,,Neurogenic Communication Disorders I 
ATCM,3350,501,5,9,6,4,2,2,,1,1,,,,,0,,,,,"Hewitt, Sharon","Mejia, Paulina M",,,,,sxh090220,sharon hewitt,Digital Video Production I 
CHEM,1112,123,14,14,,1,,1,,,,,,,,0,,,,,"Qin, Yanping","Faisal, Tahmid",,,,,yxq083000,yanping qin,General Chemistry Laboratory II 
ATCM,3337,001,1,14,5,4,2,4,,,,,,,,0,,,,,"Nazir, Cassini",,,,,,cassini,cassini nazir,Interaction Design I 
CHEM,2125,103,18,10,2,,,,,,,,,,,0,,,,,"Cortes, Sergio J","Siddiki, A K M Nur Alam",,,,,scortes,sergio cortes,Introductory Organic Chemistry Laboratory II 
DANC,1310,0H2,1,16,5,1,3,1,,2,,,,,1,0,,,,,"Saba, Monica",,,,,,msaba,monica saba,Understanding Dance 
CRIM,4322,5H1,,8,7,6,4,2,,1,1,,,,1,0,,,,,"Worrall, John L","Riddell, Jordan R",,,,,jlw064000,john worrall,Senior Research Seminar 
CHEM,2125,602,2,17,8,2,1,,,,,,,,,0,,,,,"Panapitiya, Nimanka P","Bhadran, Abhi",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory II 
PHYS,2125,136,6,11,5,1,,3,1,1,,,,,2,0,,,,,"Sun, Kuei","Zanders, Alan P",,,,,kxs147030,kuei sun,Physics Laboratory I 
ATCM,4380,001,1,6,9,8,1,2,1,,2,,,,,0,,,,,"Lee, Angela M",,,,,,aml140530,angela lee,Communication  Media  and Information Technology 
CHEM,1112,135,14,9,4,,1,,,1,,,,,1,0,,,,,"Abeykoon, Nimali C","Youn, Jonghae",,,,,nxa124430,nimali abeykoon,General Chemistry Laboratory II 
COMD,7207,001,,19,,,1,,,,,,,,,0,,,,11,"Kenedi, Helen",,,,,,kenedi,,Advanced Topics in Dysphagia 
MATH,2418,308,,,,,,,,,,,,,,0,,,,,"Arnold, Maxim",,,,,,mxa149530,maxim arnold,Linear Algebra 
MATH,2415,305,,,,,,,,,,,,,,0,,,,,"Makhijani, Neha",,,,,,nxm165130,neha makhijani,Calculus of Several Variables 
MATH,2418,313,,,,,,,,,,,,,,0,,,,,"Zhang, Yi",,,,,,yxz180069,yi zhang,Linear Algebra 
MATH,2415,301,,,,,,,,,,,,,,0,,,,,"Makhijani, Neha",,,,,,nxm165130,neha makhijani,Calculus of Several Variables 
MATH,2418,309,,,,,,,,,,,,,,0,,,,,"Pereira, Luis Felipe F",,,,,,lfp140030,luis pereira,Linear Algebra 
MATH,2415,306,,,,,,,,,,,,,,0,,,,,"Zweck, John W",,,,,,jwz120030,john zweck,Calculus of Several Variables 
MATH,2418,305,,,,,,,,,,,,,,0,,,,,"Arnold, Maxim",,,,,,mxa149530,maxim arnold,Linear Algebra 
BIOL,3161,008,,8,2,1,4,3,,3,1,1,1,1,2,3,,1,,,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor,Biochemistry Workshop I 
ACN,6373,001,,6,6,9,6,,,,,,,,,3,,,,,"Moller, Aage R",,,,,,amoller,aage moller,Intraoperative Neurophysiological Monitoring 
ACN,6338,001,,6,,,18,,,3,,,,,1,3,,,,,"Kennedy, Kristen M","Miranda, Giuseppe G",,,,,kmk082000,kristen kennedy,Functional Neuroanatomy 
BIOL,2111,003,3,1,2,3,5,1,4,5,3,,1,,,2,,1,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Introduction to Modern Biology Workshop I 
CS,4386,001,3,4,3,3,4,4,1,1,,,2,,3,3,,,,,"Gupta, Neeraj K","Fisher, Dakota J",,,,,nkg140130,neeraj gupta,Compiler Design 
BIOL,3455,306,,1,5,3,1,1,,4,,2,1,3,7,3,,,,,"Ramirez, Ruben D","Sarcar, Subha N","Karkar, Akash V","Ma, Timothy",,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
EE,3102,103,12,5,3,3,2,,1,1,,,,,2,2,,,,,"Webb, Jennifer H","Azarang, Arian","Chandra Shekar, Ram Charan M",,,,jhw170130,jennifer webb,Signals and Systems Laboratory 
PHYS,3427,001,11,11,2,,3,1,1,,,,,,,2,,,,,"Frazier, Gary A",,,,,,gaf012000,gary frazier,Electronics with Laboratory 
IMS,6365,0W1,,15,2,7,4,1,,1,,,,,,1,,,,,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,,wolduh,habte woldu,Cross-Culture Communication and Management 
CS,3354,007,2,2,2,2,6,4,1,5,1,,1,2,2,1,,,,,"Marcus, Andrian","Mousavi, Pooneh",,,,,axm141731,andrian marcus,Software Engineering 
LIT,3330,001,4,7,5,4,3,4,1,1,,,,,1,1,,,,,"Lambert, Thomas M",,,,,,tml017100,thomas lambert,Linguistics 
ACCT,4342,501,4,3,4,6,4,3,2,2,1,,,,1,1,,,,,"Hagen, John C","Farooqi, Shan A",,,,,jch013200,john hagen,Analysis and Design of Accounting Systems 
ENTP,3320,001,,7,1,6,11,4,,1,,,,,,1,,,,,"Wright, Robert G",,,,,,rgw091000,robert wright,Start-up Launch I 
ATCM,2302,501,10,4,2,2,2,,3,1,2,,1,,3,1,,,,,"Li, Mary A","Brtis, Chelsea L",,,,,mae057000,mary effler li,Design I 
ATCM,2301,003,5,7,10,2,4,,,1,1,,,,,1,,,,,"Christopher, Daedra","Alzate, Catalina",,,,,dxe093020,daedra christopher,Computer Imaging 
BUAN,6337,0W1,,6,7,7,8,1,,1,,,,,,1,,,,,"Subramanian, Upender","Bhave, Ashutosh C",,,,,uxs092000,upender subramanian,Predictive Analytics Using SAS 
ISIS,3335,001,5,6,6,6,1,4,,,,,,,3,0,,,,,"Rosa, Jonathan",,,,,,jxr172530,jonathan rosa,United States and East Asia 
BCOM,4350,501,,6,5,8,8,4,,,,,,,,0,,,,,"Lookadoo, Kathryn","Tanabe, Takuma",,,,,kxl164330,kathryn lookadoo,Advanced Business Communication 
OB,6301,PS1,,9,14,2,4,,1,1,,,,,,0,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,
ATCM,3301,501,4,11,9,2,2,,,2,1,,,,,0,,,,,"Patino, Stephen D",,,,,,sxp180102,stephen patino,Digital Content Design 
CS,6301,503,,10,5,5,4,3,3,,,,,,1,0,,,,,"Redfern, Arthur","Mohammadpour, Somayeh",,,,,axr180074,arthur redfern,Special Topics in Computer Science 
BIOL,2350,001,8,14,,1,6,,1,1,,,,,,0,,,,,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov,Biological Basis of Health and Disease 
OPRE,6355,001,,8,7,13,3,,,,,,,,,0,,,,,"Bolton, Gary","Katok, Elena M",,,,,gxb122130,gary bolton,Deal Making Strategies 
NSC,4351,002,3,13,5,2,3,2,1,1,,,1,,,0,,,,,"Miller, Van S",,,,,,vxm077000,van miller,Medical Neuroscience 
ACCT,6332,001,,13,,,6,,,9,,,,,3,0,,,,,"Zolton, Kathy","Anwer, Jordan J",,,,,kxz121730,kathy zolton,Intermediate Financial Accounting II 
ITSS,4300,002,2,2,4,4,7,6,2,1,2,1,,,,0,,,,,"Calisir, Engin","Velugati, Jayanth Reddy",,,,,exc030100,engin calisir,Database Fundamentals 
ATCM,3301,002,10,11,8,,2,,,,,,,,,0,,,,,"Patino, Stephen D",,,,,,sxp180102,stephen patino,Digital Content Design 
OPRE,6301,SS1,,25,5,1,,,,,,,,,,0,,,,,"Sethi, Awanti",,,,,,asethi,awanti sethi,
ATCM,2302,006,10,12,1,1,4,1,,1,1,,,,,0,,,,,"Minnish, Roxanne W","Brtis, Chelsea L",,,,,rwm061000,roxanne minnish,Design I 
PHYS,4328,001,1,4,5,5,3,4,3,4,,,2,,,0,,,,,"Malko, Anton V","Stoikos, Evangelos",,,,,avm074000,anton malko,Optics 
ATCM,2321,002,,2,5,7,9,4,2,2,,,,,,0,,,,,"Imaoka, Laura","Barr, Ivey B",,,,,lxi170030,laura imaoka,Reading Media Critically 
ATCM,4338,001,4,7,4,4,4,5,,1,,,,,2,0,,,,,"Farrar, Eric T",,,,,,etf091000,eric farrar,Motion Graphics II 
EE,3310,001,8,13,7,3,,,,,,,,,,0,,,,,"Frensley, William",,,,,,frensley,william frensley,Electronic Devices 
BIOL,3456,301,2,10,2,1,3,3,5,1,1,3,,,,0,,,,,"Yu, Wen H",,,,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
MATH,1314,001,1,2,1,2,2,3,3,2,2,2,1,,10,0,,,,,"McCary, Brady C",,,,,,bcm052000,brady mccary,College Algebra 
MATH,2418,304,,,,,,,,,,,,,,0,,,,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Linear Algebra 
MATH,2418,306,,,,,,,,,,,,,,0,,,,,"Arnold, Maxim",,,,,,mxa149530,maxim arnold,Linear Algebra 
MATH,2418,314,,,,,,,,,,,,,,0,,,,,"Zhang, Yi",,,,,,yxz180069,yi zhang,Linear Algebra 
MATH,2418,311,,,,,,,,,,,,,,0,,,,,"Pereira, Luis Felipe F",,,,,,lfp140030,luis pereira,Linear Algebra 
MATH,2418,312,,,,,,,,,,,,,,0,,,,,"Pereira, Luis Felipe F",,,,,,lfp140030,luis pereira,Linear Algebra 
MATH,2418,307,,,,,,,,,,,,,,0,,,,,"Arnold, Maxim",,,,,,mxa149530,maxim arnold,Linear Algebra 
MATH,2414,019,1,3,,,1,1,8,3,2,,2,,8,3,,,,,"Westbury, Bruce W",,,,,,bww180001,bruce westbury,Integral Calculus 
BMEN,2320,001,1,3,4,2,6,3,1,4,,,,,5,3,,,,,"Ren, Yao","Li, Wentao",,,,,yxr180008,yao ren,Statics 
HLTH,3305,002,,5,7,2,6,4,1,3,1,,,,1,2,,,,,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,The U S  Healthcare System 
CS,4347,002,4,4,6,5,5,1,1,2,2,,,,,2,,,,,"Christiansen, Michael G","Chen, Simin",,,,,mgc013000,michael christiansen,Database Systems 
BIOL,3455,304,3,6,2,3,2,4,,1,4,4,,1,,2,,,,,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
ITSS,4380,501,3,11,3,2,6,2,3,,,,,,1,1,,,,,"Owens, Dawn M","Singh, Tajinder",,,,,dmo130130,dawn owens,Advanced Database Management 
MATH,3312,001,4,4,2,3,3,2,2,4,3,2,2,,,1,,,,,"Arreche, Carlos","Goodson, Scott W",,,,,cxa171230,carlos arreche,Abstract Algebra II 
BUAN,6346,501,,2,10,3,8,1,6,,,,,,1,1,,,,,"Cankaya, Hakki C","Tripathi, Aarohi",,,,,hcc072000,hakki cankaya,Big Data 
OBHR,3310,003,2,2,4,7,7,3,2,2,1,,,,1,1,,,,,"Jun, Sora","Kim, Kyun",,,,,sxj177030,,Organizational Behavior 
MIS,6356,004,,5,19,3,4,,,,,,,,,1,,,,,"Thouin, Mark","Singh, Tajinder",,,,,mxt083000,mark thouin,Business Analytics With R 
BIOL,3456,303,2,5,4,10,2,1,3,1,,,1,,2,0,1,,,,"Yu, Wen H",,,,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,5440,001,,11,10,5,4,,,1,,,,,,1,,,,,"Delk, Nikki A",,,,,,nad140230,nikki delk,Cell Biology 
PSY,3338,001,,13,4,3,2,3,2,,3,,,,1,1,,,,,"Santrock, John W","Spence, Melanie",,,,,santrock,john santrock,Adolescence 
BIOL,3456,304,,11,10,3,4,,2,,,,,1,,1,,,,,"Hill, Brenna R","Yu, Wen H","Dagupati, Venkatesh",,,,brh140230,brenna hill,Human Anatomy and Physiology with Lab II 
BIOL,3456,302,3,6,8,4,3,2,1,1,2,,,1,,0,,1,,,"Yu, Wen H",,,,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,3456,801,3,8,4,2,5,5,,3,,1,,,1,0,,,,,"Sarcar, Subha N","Yu, Wen H","Venkitapathi, Sundharamani","Li, Yibo",,,sns064000,subha sarcar,Human Anatomy and Physiology with Lab II 
EE,3350,002,,10,4,2,2,8,1,2,1,,1,1,,0,,,,,"Torlak, Murat","Baral, Ashwin Bhobani",,,,,torlak,murat torlak,Communications Systems 
MIS,6334,001,,10,6,5,7,4,,,,,,,,0,,,,,"Menon, Syam","Kumar, Jitendra",,,,,sxm021300,syam menon,Advanced Business Analytics With SAS 
BIS,3190,0W1,12,10,5,2,,,,,2,,1,,,0,,,,,"Edwards, Christopher W","Robinson, Katie L",,,,,cwe011000,christopher edwards,Library Research Skills 
CS,1337,001,,6,,1,4,4,2,5,,1,4,1,4,0,,,,,"Arnold, Gordon L",,,,,,gxa120930,gordon arnold,Computer Science I 
PSY,3332,501,,3,3,2,9,5,,5,1,1,1,,2,0,,,,,"Shoaib, Amber","Smith, Olivia",,,,,axs190010,amber shoaib,Social and Personality Development 
BIOL,3162,007,2,7,2,3,2,5,1,3,3,2,1,,1,0,,,,,"Candas, Mehmet",,,,,,candas,mehmet candas,Biochemistry Workshop II 
HIST,3387,501,4,11,,2,7,,,1,,,2,,5,0,,,,,"Bocchine, Kristin",,,,,,kxb180022,,World History from 1500 
GST,2300,001,,12,1,4,5,2,1,4,,,1,,2,0,,,,,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Introduction to Gender Studies 
ACCT,3341,501,5,7,4,6,2,4,,3,1,,,,,0,,,,,"Sadka, Gil","Fan, Zhongwen","Chu, Yu Fang",,,,gxs143630,gil sadka,Cost Management Systems 
NSC,4366,002,3,5,10,4,3,4,1,,,1,1,,,0,,,,,"McWilliams, Steven P",,,,,,sxm127330,steven mcwilliams,Neuroanatomy 
PA,4345,001,,2,5,9,5,1,2,,,3,1,1,3,0,,,,,"Cohen, Galia",,,,,,gxc097120,galia cohen,Negotiation and Conflict Resolution 
ACCT,6343,0W1,,15,,,15,,,2,,,,,,0,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson,Accounting Information Systems 
MIS,6337,501,,10,9,5,5,2,,1,,,,,,0,,,,,"Mauriello, Joseph A","Braughton, Caleb M",,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
MUSI,4118,501,,32,,,,,,,,,,,,0,,,,,"Ming, Adron",,,,,,axm167231,adron ming,String Orchestra III 
ACCT,6305,501,,24,,2,6,,,,,,,,,0,,,,,"Loumioti, Maria","Hou, Liya",,,,,mxl175830,maria loumioti,Accounting for Managers 
MKT,4380,002,,11,9,5,6,,1,,,,,,,0,,,,,"Wu, Fang","Qian, Kun",,,,,fxw052000,fang wu,Capstone Course in Marketing 
ATCM,2302,502,6,10,6,1,2,1,1,,,,2,,3,0,,,,,"Li, Mary A","Brtis, Chelsea L",,,,,mae057000,mary effler li,Design I 
CS,6301,002,,9,11,7,3,1,,,,,,,1,0,,,,,"Raichel, Benjamin A",,,,,,bar150630,benjamin raichel,
ATCM,2301,004,,6,4,4,5,3,3,3,,,1,1,2,0,,,,,"Nielsen, Christina R","Alzate, Catalina",,,,,crn022000,christina nielsen,Computer Imaging 
BIOL,3161,007,3,,1,3,6,3,,3,2,3,2,,2,4,,1,,,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor,Biochemistry Workshop I 
CS,4348,002,,2,4,3,3,3,4,3,1,,2,2,3,3,,,,,"Ozbirn, Greg A",,,,,,ozbirn,greg ozbirn,Operating Systems Concepts 
SOC,2305,0W1,8,14,,,7,,,,,,,,1,3,,,,,"Malek-Ahmadi, John H",,,,,,jhm110020,john malek ahmadi,Individual and Society 
OB,6350,CW1,,14,12,4,,,1,,,,,,,0,,2,,,"Hicks, Robert","Thomas, Pam",,,,,,robert hicks,
ACCT,3332,501,,4,,3,6,,2,3,1,2,7,2,1,2,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
FIN,3350,501,,8,8,4,4,,3,2,,,,2,,2,,,,,"Xia, Han (Victor)",,,,,,hxx110930,han xia,Financial Markets and Institutions 
CS,3340,503,,7,9,5,3,,1,2,,,1,,3,2,,,,,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen,Computer Architecture 
MECH,3105,103,7,7,3,8,2,1,,,3,,1,,,1,,,,,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios,Computer Aided Design Laboratory 
BPS,4305,008,3,1,7,8,3,3,3,,2,1,1,,,1,,,,,"Miller, Toyah L","Welbourne Eleazar, Miranda J",,,,,tlm140330,toyah miller,Strategic Management 
MATH,4302,001,4,9,1,8,2,2,1,3,,1,1,,,1,,,,,"Dabkowski, Mieczyslaw K","Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,mkd034000,mieczyslaw dabkowski,Mathematical Analysis II 
ACCT,6350,501,,10,3,7,5,2,1,3,,,,,1,1,,,,,"Wilson, William H",,,,,,whw041000,william wilson,Fundamentals of Taxation I 
CRIM,4311,0W1,,7,4,4,7,2,6,,1,,,,1,1,,,,,"Narvey, Chelsey",,,,,,cxn151330,chelsey narvey,Crime and Justice Policy 
ITSS,4300,501,,11,4,2,4,2,2,3,3,,,,1,1,,,,,"Thomas, Sunela","Zhao, Jinglin",,,,,sxt167730,sunela thomas,Database Fundamentals 
ECON,3330,501,,8,9,3,3,7,1,1,,,,,,0,,,,,"Earle, Doric E",,,,,,dee011000,doric earle,Economics of Health 
ACCT,6305,001,,23,,3,4,1,,,,,,,1,1,,,,,"Loumioti, Maria","Hou, Liya",,,,,mxl175830,maria loumioti,Accounting for Managers 
ITSS,4390,001,,7,11,5,7,1,2,,,,,,,0,,,,,"Owens, Dawn M",,,,,,dmo130130,dawn owens,Information Systems Capstone 
MIS,6326,501,,12,7,5,9,,,,,,,,,0,,,,,"Ryu, Young",,,,,,ryoung,young ryu,Data Management 
PSCI,4356,001,1,5,4,7,8,2,3,1,,1,,,1,0,,,,,"Peinhardt, Clint W","Akarte, Prajakti V",,,,,cwp052000,clint peinhardt,International Political Economy 
EE,4360,001,1,5,4,7,10,3,,1,1,,1,,,0,,,,,"Minn, Hlaing","Han, Dong",,,,,hxm025000,hlaing minn,Digital Communications 
ACCT,6336,501,,16,3,5,6,3,,,,,,,,0,,,,,"Mauriello, Joseph A","Braughton, Caleb M",,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
MIS,6309,002,,9,10,8,4,1,1,,,,,,,0,,,,,"Islam, Naser","Velugati, Jayanth Reddy",,,,,nxi110630,naser islam,Business Data Warehousing 
OB,6248,CW1,,29,,,4,,,,,,,,,0,,,,,"Hicks, Robert",,,,,,,robert hicks,
BIOL,4385,001,1,25,,1,4,1,,1,,,,,,0,,,,,"Murchison, David F",,,,,,dfm100020,david murchison,Oral Histology and Embryology 
CS,3305,HON,1,5,7,9,6,4,,1,,,,,,0,,,,,"Prakash, Ravi",,,,,,ravip,ravi prakash,Discrete Mathematics for Computing II 
CS,6301,505,,16,17,,,,,,,,,,,0,,,,,"Culver, Timothy L","Tran, Trung Hieu","Munia, Munawara Saiyara",,,,tlc130230,timothy culver,
BIOL,4461,001,1,7,,2,9,1,3,4,,,3,,3,0,,,,,"Winkler, Duane D",,,,,,ddw130330,duane winkler,Biophysical Chemistry 
BUAN,6356,001,,12,13,6,2,,,,,,,,,0,,,,,"Ge, Ling","Panthagani, Phanindra",,,,,lxg180006,,Business Analytics With R 
MKT,3340,001,,8,2,6,9,2,2,2,,,1,,1,0,,,,,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Research 
ATCM,2302,005,4,18,4,1,2,3,,,,,,1,,0,,,,,"Minnish, Roxanne W","Brtis, Chelsea L",,,,,rwm061000,roxanne minnish,Design I 
PSCI,4360,001,,21,7,1,2,,1,,,,,,1,0,,,,,"Cavallo De Oliveira, Paulo Marcio",,,,,,pxc151630,,The Political Economy of Multinational Corporations 
BIS,3190,0H1,7,10,,8,2,2,,2,,,,,2,0,,,,,"Edwards, Christopher W","Robinson, Katie L",,,,,cwe011000,christopher edwards,Library Research Skills 
FIN,3365,001,3,4,3,7,7,4,,4,1,,,,,0,,,,,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Principles 
HLTH,3310,002,3,9,6,3,5,2,2,,,1,1,,1,0,,,,,"Duquaine-Watson, Jill M",,,,,,jmw087000,jillian duquaine watson,Health Care Issues  Global Perspectives 
MECO,6303,002,,12,3,9,4,5,,,,,,,,0,,,,,"Lewin, Peter","Ogunjobi, Olufunke A",,,,,plewin,peter lewin,Business Economics 
BIOL,5410,001,,8,11,2,8,3,,,,,,,,1,,,,1,"De Nisco, Nicole J","Kim, Jung-Whan","Gerold, Haleigh",,,,njd160330,nicole de nisco,Biochemistry 
FIN,4300,001,,4,7,6,9,5,,,,,,,,3,,,,,"Khanapure, Revansiddha B","Hong, Yuan",,,,,rbk160130,revansiddha khanapure,Investment Management 
ACCT,6384,501,,28,,,1,,,1,,,,,1,2,,1,,,"Kromer, Jeffrey",,,,,,jrk013000,jeffrey kromer,Analytical Reviews Using Audit Software 
MATH,1306,001,8,2,2,3,6,4,2,1,2,1,,1,,2,,,,,"Sutton, Julie",,,,,,jxs158030,julie sutton,College Algebra for the Non-Scientist 
BCOM,4350,011,7,18,5,1,1,,,,,,,,,2,,,,,"Jacocks, Cara W",,,,,,cwj180000,,Advanced Business Communication 
CS,4348,004,2,6,6,8,1,3,2,1,1,,1,1,,2,,,,,"Mittal, Neeraj","Dhoked, Sahil",,,,,nxm020100,neeraj mittal,Operating Systems Concepts 
MATH,2414,016,1,1,,5,1,4,4,3,4,2,,,7,2,,,,,"Anderson, Bill",,,,,,bxa180011,bill anderson,Integral Calculus 
EERF,6355,001,,11,6,3,8,4,,,,,,,,0,,,,,"Saad, Ricardo E","Li, Sen",,,,,rsaad,ricardo saad,RF and Microwave Amplifier Design 
PA,3379,001,11,10,5,1,3,1,,,,1,,,1,1,,,,,"Arguelles, Ariel",,,,,,axa152731,ariel arguelles,Diversity in the Public Sector 
ACCT,6388,0W1,,24,3,1,2,1,,1,,,,,1,1,,,,,"Goodrich, Mary Beth W",,,,,,goodrich,mary beth goodrich,Accounting Communications 
HMGT,6321,501,,14,8,4,1,2,2,1,,,,,1,0,,1,,,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,Strategic Leadership of Healthcare Organizations 
ACCT,6353,501,,10,4,7,2,4,1,4,,,,,1,1,,,,,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation II 
MATH,2413,009,1,2,1,1,2,5,1,4,6,1,3,,6,1,,,,,"Ding, Hui",,,,,,hxd162130,hui ding,Differential Calculus 
OBHR,3310,005,2,3,4,6,8,5,2,2,1,,,,1,0,,,,,"Jun, Sora","Kim, Kyun",,,,,sxj177030,,Organizational Behavior 
LIT,2320,001,7,16,3,1,1,2,,1,,,,,3,0,,,,,"Brewer, Kenneth L",,,,,,klb092000,kenneth brewer,Survey A  Literature in English 
MIS,6346,004,,33,1,,,,,,,,,,,0,,,,,"Elkhodari, Gasan","Guha, Priyanka",,,,,gxe051000,gasan elkhodari,Big Data 
CS,3340,HN1,6,10,9,4,3,,,,1,,,,1,0,,,,,"Page, Ivor",,,,,,ivor,ivor page,Computer Architecture 
MATH,2414,013,3,5,5,5,2,4,3,1,2,,2,,2,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado,Integral Calculus 
ACCT,3341,002,2,6,7,6,3,5,1,1,2,,,1,,0,,,,,"Sadka, Gil","Fan, Zhongwen","Chu, Yu Fang",,,,gxs143630,gil sadka,Cost Management Systems 
CS,4347,003,13,9,5,4,2,1,,,,,,,,0,,,,,"Becker, Eric W","Dong, Hailiang","Gu, Shuyang",,,,ewb160130,eric becker,Database Systems 
HLTH,4305,001,4,2,3,6,4,2,4,2,1,,,3,3,0,,,,,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,Public Health 
LIT,1301,003,1,5,15,5,4,,,,,,,,4,0,,,,,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield,Introduction to Literature 
PSY,3324,001,4,5,8,2,9,1,3,,1,1,,,,0,,,,,"Prager, Karen",,,,,,kprager,karen prager,Psychology of Gender 
BUAN,6320,001,,10,6,7,5,5,1,,,,,,,0,,,,,"Narayan, Ravishankar L","Banda, Sanjana",,,,,rln130030,ravishankar narayan,Database Foundations for Business Analytics 
ACCT,6320,SS1,,10,11,2,3,,1,,,,,,,8,,,,,"Scott, James A","Gungor, Ahmet B",,,,,jas076100,james scott,
MIS,6309,0W1,,9,6,5,,6,1,2,,,,,,2,,,,,"Bradbury, Judd D","Kulkarni, Aniket S","Muntha, Sainath",,,,jdb101000,judd bradbury,Business Data Warehousing 
HLTH,1301,0W1,,8,5,2,8,2,,3,2,,,,,5,,,,,"Baetge, Claire",,,,,,cxb170330,claire baetge,Introduction to Kinesiology 
MATH,2417,002,1,2,2,2,1,5,2,4,3,,1,,7,5,,,,,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Calculus I 
IMS,6204,551,,8,5,8,9,2,,1,,,,,,2,,,,,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,,wolduh,habte woldu,Global Business 
ENTP,3301,003,,8,,,18,,,4,,,1,,2,2,,,,,"Guengerich, Steven","Kresevic Minaya, Boris B",,,,,sxg172931,steven guengerich,Innovation and Entrepreneurship 
