Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
MECH,4381,003,,2,3,6,3,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Park, Wooram",,,,rxh124630,robert hart,Senior Design Project I 
SOC,3315,HN1,2,11,1,,,,,,,,,,,,"De Olivares, Karen L",,,,,,kxd124130,,Socio-Behavioral Sciences for Medicine 
HONS,3199,H11,,13,1,,,,,,,,,,,,"Ubellacker, Jessalyn",,,,,,jxu180001,,Collegium V Honors Readings 
ENTP,3320,001,,3,2,1,7,1,,,,,,,,,"Wright, Robert G",,,,,,rgw091000,robert wright,Start-up Launch I 
OBHR,3310,503,1,2,2,4,3,,1,,,,,,1,,"Boncoeur, Olivier D",,,,,,odb160030,,Organizational Behavior 
BIOL,4380,301,,3,1,4,,2,1,,1,2,,,,,"Borovkov, Irina G","Brathaban, Nivetha",,,,,ixb053000,irina borovkov,Cell and Molecular Biology Laboratory 
STAT,6390,001,,13,,,,,,,,,,,1,,"Chiou, Sy Han",,,,,,sxc172931,sy han steven chiou,Topics in Statistics - Level 6 
MECH,3120,108,6,5,2,1,,,,,,,,,,,"Hassanipour, Fatemeh","Jiang, Lin",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
SE,3354,002,,,5,1,1,3,1,,2,1,,,,,"Paulk, Mark C","Chaparro Arenas, Oscar Javier","Dong, Hailiang",,,,mcp130030,mark paulk,Software Engineering 
PA,3378,001,6,3,2,1,1,1,,,,,,,,,"Hoang, Trang T",,,,,,tth130030,,Public Finance and Economics 
SOC,2300,001,1,3,1,3,5,,,,,,1,,,,"Smith, Erin",,,,,,erins,erin smith,Introduction to Gender Studies 
HONS,3114,HN1,2,12,,,,,,,,,,,,,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Scientific Research Concepts 
HONS,3199,H12,9,5,,,,,,,,,,,,,"Basuray, Soumik",,,,,,sxb180073,,Collegium V Honors Readings 
HONS,3199,HN1,3,8,3,,,,,,,,,,,,"Rippel, Scott A","Thompson, Christina M",,,,,rippel,scott rippel,Collegium V Honors Readings 
BIOL,4360,001,2,2,1,2,1,1,1,,,,2,1,1,,"Pickett, Elizabeth A",,,,,,eaw016100,elizabeth pickett,Evolution and Development 
MUSI,2325,001,5,4,1,,1,,,1,,,,,2,,"Hughes, William K",,,,,,wkh150030,william hughes,Vocal Instruction I 
BMEN,6V87,005,,13,,1,,,,,,,,,,,"Porter, Benjamin A",,,,,,bap061000,benjamin porter,Special Topics in Biomedical Engineering 
CS,6301,004,,5,2,4,,,,,,,,,3,,"Hamlen, Kevin",,,,,,kxh060100,kevin hamlen,Special Topics in Computer Science 
ACCT,6334,501,,1,4,2,2,3,2,,,,,,,,"Hes, Christopher A","Anwer, Jordan J",,,,,cah041000,christopher hess,Auditing 
HONS,3199,H15,1,7,5,,,,,,1,,,,,,"Harrington, James","Park, Yong Jun",,,,,jxh134630,james harrington,Collegium V Honors Readings 
MIS,6364,501,,3,3,5,3,,,,,,,,,,"Narayan, Ravishankar L",,,,,,rln130030,ravishankar narayan,Enterprise Architecture  Modeling the Digital Enterprise 
CRWT,3307,002,,12,2,,,,,,,,,,,,"Kimzey, Blake G",,,,,,bgk140130,blake kimzey,Creating Short Stories 
CRWT,3351,HN1,2,8,3,,1,,,,,,,,,,"Leverone, Julia",,,,,,jxl162631,julia leverone,Creating Poetry 
ATCM,4379,002,5,1,8,,,,,,,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler,Topics in Games 
AUD,6V20,102,,14,,,,,,,,,,,,,"Lobarinas, Edward","Warner-Czyz, Andrea D","Wiseman, Kathryn","Grinn, Sarah",,,exl152130,,Laboratory Procedures in Audiology and Hearing Science 
AUD,7324,001,,5,5,2,1,1,,,,,,,,,"Warner-Czyz, Andrea D","Wiseman, Kathryn",,,,,adw052000,andrea warner czyz,Seminar in Cochlear Implants and Technology for Persons with Hearing Impairments 
BMEN,6V87,006,,9,2,,2,,1,,,,,,,,"Varner, Victor",,,,,,vxv162230,victor varner,Special Topics in Biomedical Engineering 
CE,4388,003,,9,1,,2,1,1,,,,,,,,"Skinner, Neal G",,,,,,skinner,neal skinner,Senior Design Project I 
EE,3111,102,,8,2,,3,,,1,,,,,,,"Lee, Gil S","Cheng, Qi",,,,,gslee,gill lee,Electronic Circuits Laboratory 
MECH,4381,004,,4,3,3,3,1,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Dai, Xianming",,,,rxh124630,robert hart,Senior Design Project I 
SE,3341,004,3,1,,1,1,1,2,3,,,1,,1,,"Whalen, Tristan G","Rajapaksha, Rajapaksha Mudalige S",,,,,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
SE,6367,MS1,,14,,,,,,,,,,,,,"Wong, Weichen E",,,,,,wew021000,weichen wong,
ED,3342,001,,13,,,1,,,,,,,,,,"Parker, Teresa L",,,,,,tparker,teresa parker,Classroom Management Grades EC - 6 
ED,3345,001,,7,4,,1,2,,,,,,,,,"McNulty, Angela B",,,,,,mcnulty,,Art  Music  and Physical Development Grades EC - 6 
ED,4344,501,1,4,5,4,,,,,,,,,,,"Huisman, Ingrid",,,,,,ibh013000,ingrid huisman,Mathematics Methods for Elementary Teachers 
ED,4353,001,14,,,,,,,,,,,,,,"Starke, Tamera",,,,,,txs180008,,Reading in Secondary Content 
ACCT,6301,GH1,,12,1,1,,,,,,,,,,,"Barden, John P",,,,,,jpb063000,john barden,
BCOM,3100,003,1,5,3,,2,1,,,,,,,2,,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos,Professional Development 
MIS,6204,GH1,,13,1,,,,,,,,,,,,"Nietubicz, Richard A",,,,,,,richard nietubicz,
MKT,4370,001,6,5,,1,,1,1,,,,,,,,"Egeland, Rita E",,,,,,rxb154430,rita bargerhuff egeland,Marketing Projects 
MKT,4380,001,,6,2,2,4,,,,,,,,,,"Wu, Fang","Zihagh, Fereshteh",,,,,fxw052000,fang wu,Capstone Course in Marketing 
OB,6301,CH2,,14,,,,,,,,,,,,,"Ferrante, Anne M",,,,,,,anne ferrante,
OB,6301,GH1,,8,5,,,,1,,,,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,
OPRE,6301,GH1,,8,3,1,1,,,1,,,,,,,"Bush, Rhonda L","Wang, Shouqiang",,,,,,rhonda bush,
PHYS,4373,101,,10,2,2,,,,,,,,,,,"Slinker, Jason D","Wettasinghe, Ashan P",,,,,jds107020,jason slinker,Physical Measurements Laboratory 
HONS,3199,H13,1,12,,,,,,,,,,,,,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield,Collegium V Honors Readings 
HONS,3108,HN1,2,12,,,,,,,,,,,,,"Prakash, Ravi",,,,,,ravip,ravi prakash,Internet and Public Policy 
HCS,7309,001,,5,3,2,3,,1,,,,,,,,"Hart, John",,,,,,jxh057100,,Neural Correlates of Human Cognition  Lesion-Deficit Models 
HUSL,6350,501,,6,4,1,1,,,2,,,,,,,"Prieto, Rene",,,,,,rxp113230,rene prieto,Literature of the Nineteenth Century 
HONS,3199,HN2,3,7,4,,,,,,,,,,,,"LaDow, Eva S",,,,,,esl130130,eva ladow,Collegium V Honors Readings 
SMED,5303,501,,12,1,,,,,1,,,,,,,"McConnell, James S",,,,,,jsm019600,james mcconnell,Introduction to Research and Evaluation in Science and Mathematics Education  (3 Semester Credit Hours)
CHIN,1311,001,7,3,4,,,,,,,,,,1,,"Chen, Bei",,,,,,bxc152730,bei chen,Beginning Chinese I 
CRWT,2301,501,,10,4,1,,,,,,,,,,,"Kimzey, Blake G",,,,,,bgk140130,blake kimzey,Introductory Creative Writing 
MUSI,3186,001,,14,,,,,,1,,,,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Jazz Ensemble II 
CE,3102,103,,14,,,1,,,,,,,,,,"Hu, Yang","Wang, Jianda","Wei, Haoran","Bo, Yu",,,yxh177430,yang hu,Signals and Systems Laboratory 
SE,3162,094,,10,1,1,,,1,,,,,,2,,"Smith, Klyne",,,,,,kxs180052,klyne smith,Professional Responsibility in Computer Science and Software Engineering 
GISC,6325,501,,5,5,,2,,,1,,,,,2,,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings,Remote Sensing Fundamentals 
HONS,3101,HN1,,13,,,2,,,,,,,,,,"Harpham, Edward",,,,,,harpham,edward harpham,Medicine  Politics  and Philosophy 
HONS,3111,HN1,2,12,1,,,,,,,,,,,,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Science Fiction 
HONS,3199,H14,,15,,,,,,,,,,,,,"Rankin, Monica A",,,,,,mar046000,monica rankin,Collegium V Honors Readings 
HONS,3199,HN6,,15,,,,,,,,,,,,,"Stefan, Mihaela C",,,,,,mci071000,mihaela stefan,Collegium V Honors Readings 
ENGY,6V99,001,,15,,,,,,,,,,,,,"Molina, Stephen",,,,,,sxm163630,stephen molina,Special Topics in Energy Management 
FERM,6332,FS1,,4,3,2,3,3,,,,,,,,,"Xiao, Wenjing",,,,,,swx170030,wenjing xiao,
BIOL,3357,001,2,2,7,3,,1,,,,,,,,,"Hill, Brenna R",,,,,,brh140230,brenna hill,Mammalian Physiology with Lab 
ARTS,3364,001,4,11,,,,,,,,,,,,,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn,Silkscreen Printmaking 
BMEN,4110,101,6,1,1,4,2,,,,,,,,1,,"Ardestani Khoubrouy, Soudeh","Sanchez, Camilo A",,,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
BMEN,4110,104,4,2,1,2,,,2,,4,,,,,,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro",,,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
ACCT,6332,0W1,,2,1,2,2,2,4,2,,,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
OPRE,7353,001,,6,3,3,3,,,,,,,,,,"Dawande, Milind",,,,,,milind,milind dawande,Optimization 
CRWT,2301,001,5,8,1,1,,,,,,,,,,,"Norman, Susan M",,,,,,smw011400,,Introductory Creative Writing 
MKT,6352,502,,3,1,6,5,,,,,,,,,,"Friedman, Joshua B",,,,,,jxf172130,,Marketing Web Analytics and Insights 
BIOL,4380,304,,3,1,3,3,3,,1,,,,1,,,"Borovkov, Irina G","Wei, Hong",,,,,ixb053000,irina borovkov,Cell and Molecular Biology Laboratory 
GEOS,2302,001,1,1,2,1,3,3,3,,1,,,,,,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings,The Global Environment 
DANC,2333,001,12,1,1,1,,,,,,,,,,,"Owens, Misty",,,,,,mxo122530,misty owens,Jazz Dance 1 
ARTS,3376,001,1,7,4,,2,,,1,,,,,,,"Carter, Rebecca S",,,,,,rsc150030,,Time-Based Art 
MECO,6312,502,,7,6,1,1,,,,,,,,,,"Zentner, Alejandro","Rupp, Anin D",,,,,axz051000,alejandro zentner,Applied Econometrics and Time Series Analysis 
MIS,6357,001,,15,,,,,,,,,,,,,"Johnston, Walter L",,,,,,wlj031000,walter johnston,Advanced Business Analytics Using R 
BUAN,6340,002,,4,8,2,,,,,,,,,1,,"Ge, Ling","Shankar, Santhosh",,,,,lxg180006,,Programming for Data Science 
LIT,2341,501,,4,6,2,3,,,,,,,,,,"Austin-Bolt, Caroline M",,,,,,cma052000,caroline austin bolt,Literary Analysis 
MUSI,3380,001,,8,5,2,,,,,,,,,,,"Madriguera, Enric F",,,,,,efm011000,,Guitar II 
ATCM,4320,001,,4,8,2,,,,,,,,,1,,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen,Political Economy of Digital Media 
ATCM,4395,001,,6,1,,2,,1,2,,,1,,2,,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen,Advanced Topics in Arts  Technology  and Emerging Media 
AUD,7310,001,,14,,1,,,,,,,,,,,"Clark, Jackie L",,,,,,jclark,jackie clark,Professional Issues in Audiology 
CGS,3361,001,1,1,1,1,1,3,3,1,1,2,,,,,"Wig, Gagandeep S","Agres, Phillip F",,,,,gsw130130,gagan wig,Cognitive Psychology 
HDCD,6319,001,,13,,,1,,,1,,,,,,,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,The Developing Child  Infants and Toddlers 
BMEN,3130,102,,3,6,3,1,,,1,,,,,1,,"Bian, Fang","Shihabeddin, Tarik",,,,,fxb180003,,Engineering Physiology Laboratory 
BMEN,4110,105,1,5,1,,3,3,,2,,,,,,,"Pacheco, Joe","Sanchez, Camilo A","Jang, Jaein",,,,jxp142030,,Biomedical Feedback Systems Laboratory 
BMEN,4110,106,,5,4,1,4,,1,,,,,,,,"Pacheco, Joe","Sanchez, Camilo A","Jang, Jaein",,,,jxp142030,,Biomedical Feedback Systems Laboratory 
CS,4141,115,13,,,,,,1,,,,,,1,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker,Digital Systems Laboratory 
EE,3111,101,,8,5,1,,,,,,,,,1,,"Lee, Gil S","Cheng, Qi",,,,,gslee,gill lee,Electronic Circuits Laboratory 
EE,4391,001,,3,1,1,3,1,,4,,,1,1,,,"Overzet, Lawrence","Wang, Zhengyang",,,,,overzet,lawrence overzet,Technology of Plasma 
MECH,4381,002,,2,4,5,1,1,1,1,,,,,,,"Hart, Robert A","Gravell, Jamie D","Fadda, Dani Z",,,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,005,,3,6,4,2,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D",,,,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,006,,4,7,1,2,,1,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,007,,3,8,2,2,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,008,,5,2,2,6,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,009,,6,3,2,3,1,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,010,,1,6,4,3,1,,,,,,,,,"Hart, Robert A","Gravell, Jamie D",,,,,rxh124630,robert hart,Senior Design Project I 
MSEN,6325,001,,5,4,4,2,,,,,,,,,,"VanDenberghe, William","Van de Put, Maarten L",,,,,wxv101020,william vandenberghe,Semiconductor Materials  Defects  and Devices 
EPPS,6316,501,,3,7,1,3,1,,,,,,,,,"Harrington, James",,,,,,jxh134630,james harrington,Applied Regression 
ED,4363,501,1,8,1,2,2,,,,,,,,1,,"Ross, Alyssa N",,,,,,anr161130,alyssa ross,Reading II ELAR Methods 
HONS,3104,HN1,3,9,3,,,,,,,,,,,,"Dow, Douglas C",,,,,,dougdow,douglas dow,Foreign Film   Political Culture 
HONS,3199,HN3,,10,3,1,,1,,,,,,,,,"Towner, Theresa",,,,,,tmtowner,theresa towner,Collegium V Honors Readings 
HONS,3199,HN9,10,3,1,,1,,,,,,,,,,"Brunell, Valerie A",,,,,,vab061000,,Collegium V Honors Readings 
BA,4V00,003,3,2,6,1,,,2,1,,,,,,,"Rader, Susan H",,,,,,shr015000,susan rader,Special Topics 
BPS,6310,PS1,,8,,3,4,,,,,,,,,,"Chasteen, Larry H",,,,,,chasteen,larry chasteen,
HMGT,6332,CH1,,5,7,1,1,,,1,,,,,,,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,
MKT,6301,PS1,,15,,,,,,,,,,,,,"Munch, James",,,,,,,james munch,
OB,6152,XS1,,13,,,2,,,,,,,,,,"Hicks, Robert",,,,,,,robert hicks,
CHEM,5314,001,,6,4,1,4,,,,,,,,,,"Nielsen, Steven",,,,,,son051000,steven nielsen,Advanced Physical Chemistry 
NATS,4341,001,,5,6,,2,,1,1,,,,,,,"Donaldson, Katherine E","York, Megan",,,,,ked013100,katie donaldson,Project-Based Instruction 
HUHI,6327,001,,10,3,,,,,,,,,,,,"Roemer, Nils H",,,,,,nhr061000,nils roemer,Artist and Writer in Society 
HUAS,6339,001,,16,,,,,,,,,,,,,"Pomara, John",,,,,,pomara,john pomara,Painting Digital Imaging Video 
ATCM,3309,001,,2,7,3,2,1,1,,,,,,,,"Fechter, Todd A",,,,,,taf051000,todd fechter,Pre-Production Design I 
BMEN,4110,103,7,5,,,,,,,2,,,,2,,"Ardestani Khoubrouy, Soudeh","Jang, Jaein",,,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
GEOG,2302,001,1,2,1,,4,4,,3,,,,,1,,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings,The Global Environment 
ED,3315,001,,8,5,1,2,,,,,,,,,,"Leek, Patricia A",,,,,,santine,patricia leek,Children s Literature 
ED,3345,501,,7,4,2,1,1,,,,,,,1,,"McNulty, Angela B",,,,,,mcnulty,,Art  Music  and Physical Development Grades EC - 6 
HONS,3199,HN8,,16,,,,,,,,,,,,,"Kratz, Dennis M",,,,,,dkratz,dennis kratz,Collegium V Honors Readings 
NSC,3344,001,,1,1,1,1,4,,2,2,1,,1,2,,"Powers, Katharine A","Evans, Delaney L",,,,,kap130730,katharine powers,Anatomy and Physiology of Speech and Hearing 
NSC,4353,101,,3,6,4,2,1,,,,,,,,,"Sultana, Rukhsana","Wangzhou, Andi",,,,,rxs170431,rukhsana sultana,Neuroscience Laboratory Methods 
PSY,2301,004,1,5,2,2,1,1,,1,1,,,1,1,,"Schwark, Gayle","Gonen, Chen",,,,,gxs180015,gayle schwark,Introduction to Psychology 
PA,3310,001,,13,1,2,,,,,,,,,,,"McCaskill, John R","Yadav, Chaitanya",,,,,jrm094020,john mccaskill,Managing Government Organizations 
ED,4358,0W2,,4,1,,,,4,2,2,,1,,2,,"Root, Alexey",,,,,,aroot,alexey root,Chess I  Using Chess in Schools 
OPRE,6271,PS1,,14,1,1,,,,,,,,,,,"Szot, James","Hicks, Jeffrey N","Chasteen, Larry H",,,,,james szot,
OPRE,6372,PS1,,4,5,2,2,2,1,,,,,,,,"Szot, James","Hefley, William E","Reichert, Carolyn A","Katz, Lothar","Turner, Gerald A","LeBoeuf, Nicole T",,james szot,
CS,6332,001,,4,6,2,1,1,,1,,,,,1,,"Yang, Wei","Fisher, Dakota J",,,,,wxy180002,wei yang,Systems Security and Malicious Code Analysis 
PA,6320,0W1,,13,,1,1,,,,,,,,1,,"Sabharwal, Meghna",,,,,,mxs095000,meghna sabharwal,Organizational Theory 
PHYS,5315,001,,15,,,1,,,,,,,,,,"Lary, David J","Zewdie, Gebreabkidanu",,,,,djl101000,david lary,Scientific Computing 
PHIL,4308,001,,1,3,3,2,3,1,1,,,,,2,,"Park, Peter K",,,,,,pkp073000,peter park,Theories of Knowledge 
SPAU,4386,001,3,3,7,1,2,,,,,,,,,,"Drew, Linda M",,,,,,lmd102020,linda drew,Adult Development and Aging 
BMEN,6366,001,,15,,,1,,,,,,,,,,"Sirsi, Shashank R",,,,,,srs151630,shashank sirsi,Image-Guided Drug Delivery 
OPRE,6302,501,,9,3,1,3,,,,,,,,,,"ye, Shengqi","Manchiraju, Chandrasekhar Seetharama",,,,,sxy143530,shengqi ye,Operations Management 
OPRE,6369,0W1,,10,,,6,,,,,,,,,,"Deluke, Eugene","Gaglani, Kajal M",,,,,gxd052000,eugene deluke,Supply Chain Software 
HIST,3327,501,1,,3,,4,1,4,2,,,,,1,,"Dennis, Patrick W",,,,,,pdennis,patrick dennis,Perspectives on Science 
MIS,6334,0W1,,2,4,3,2,4,,1,,,,,,,"Zheng, Zhiqiang","Bao, Chenzhang",,,,,zxz062000,zhiqiang zheng,Advanced Business Analytics With SAS 
THEA,3372,501,9,7,,,,,,,,,,,,,"Lingo, Kathy A",,,,,,klingo,kathy lingo,Advanced Improvisation 
ATCM,4397,001,,5,5,4,1,,1,,,,,,,,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Senior Seminar 
ATCM,4397,003,2,,1,1,5,5,1,1,,,,,,,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd,Senior Seminar 
AUD,7240,501,,15,,1,,,,,,,,,,,"Griffiths, Scott K",,,,,,skg180000,,Auditory Processing Disorders 
NSC,4353,104,,2,8,2,4,,,,,,,,,,"Sultana, Rukhsana","dos Santos, Natalia Lucia",,,,,rxs170431,rukhsana sultana,Neuroscience Laboratory Methods 
BMEN,1100,106,5,5,2,1,1,,1,1,,,,,,,"Myers, Kathleen","Li, Shichang","Qin, Zhiyang",,,,kxm156530,kathleen myers,Introduction to Bioengineering I 
BMEN,4110,102,5,1,,,2,3,2,1,1,,1,,,,"Ardestani Khoubrouy, Soudeh","Jang, Jaein",,,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
CE,3302,501,4,3,,3,1,,1,2,1,,1,,,,"Ardestani Khoubrouy, Soudeh","Chandra Shekar, Ram Charan M",,,,,sxa074200,soudeh khoubrouy,Signals and Systems 
CE,3354,004,,5,2,3,2,1,1,2,,,,,,,"Cankaya, Ebru C","Ashtiani, Omeed E",,,,,exc067000,ebru cankaya,Software Engineering 
EE,3111,104,3,10,1,,1,,,,1,,,,,,"Lee, Gil S","Chen, Chen",,,,,gslee,gill lee,Electronic Circuits Laboratory 
EE,4388,003,,10,3,1,1,,,,1,,,,,,"Skinner, Neal G",,,,,,skinner,neal skinner,Senior Design Project I 
GOVT,2107,0W1,1,3,2,1,2,,1,2,1,,,,3,,"Larue, Patrick",,,,,,pxl111020,patrick larue,Federal and Texas Constitutions 
ED,4343,001,13,1,1,,,,,,,,,,1,,"Hennessy, Emily T",,,,,,eft031000,emily hennessy,Science Methods for Grades EC - 6 
HONS,3199,HN5,,15,1,,,,,,,,,,,,"Piquero, Alexis M",,,,,,axp116030,,Collegium V Honors Readings 
FERM,6321,FS1,,4,6,4,2,,,,,,,,,,"Ma, Liping",,,,,,lxm133730,liping ma,
FERM,6333,FS1,,10,2,2,1,,,1,,,,,,,"Selender, Arthur",,,,,,,arthur selender,
FERM,6V99,FS2,,3,9,,4,,,,,,,,,,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick,
FERM,6V99,FS3,,12,,,4,,,,,,,,,,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick,
STAT,6341,501,,16,,,,,,,,,,,,,"Ammann, Larry",,,,,,ammann,larry ammann,Numerical Linear Algebra and Statistical Computing 
CS,6352,001,,4,3,3,4,,,,,,,,,,"Jue, Jason","Gour, Riti",,,,,jjue,jason jue,Performance of Computer Systems and Networks 
CHIN,1312,001,5,3,1,,2,3,,1,,,,,1,,"Chen, Bei",,,,,,bxc152730,bei chen,Beginning Chinese II 
PSCI,6311,501,,5,6,2,2,,,,,,,,1,,"Miller, Banks",,,,,,bxm093000,banks miller,Proseminar in Law and Courts 
ISIS,4303,001,,4,1,4,3,2,1,,,,,,1,,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Business  Law and Culture 
SPAU,4395,501,1,3,3,3,5,,,1,,,,,,,"Thibodeau, Linda K",,,,,,thib,linda thibodeau,Issues in the Management of Persons with Hearing Impairment 
CRWT,3307,001,2,12,2,,,,,,,,,,,,"Norman, Susan M",,,,,,smw011400,,Creating Short Stories 
HCS,7320,001,,12,4,,,,,,,,,,,,"Abdi, Herve","Yu, Ju-Chi",,,,,herve,herve abdi,Advanced Research Methods in Behavioral and Brain Science and Data Analysis Using R 
COMM,3351,001,,,5,1,3,3,1,,1,,2,,1,,"Baker, Barbara L",,,,,,blb140430,barbara baker,History and Theory of Communication 
BMEN,4320,001,4,2,1,3,1,3,,1,,,1,,1,,"Polley, Arup","Peak, Kara",,,,,axp167330,,Intermediate Electrical Systems 
BMEN,6345,001,,9,,6,2,,,,,,,,,,"Schmidtke, David W",,,,,,dws140430,david schmidtke,Self-Assembly of Biomaterials 
EE,3101,103,,10,2,1,,1,2,,,,,,1,,"Friedman, Joseph S","Thakur, Sneha","Li, Chen","Nahar, Lubaba M",,,jsf160330,joseph friedman,Electrical Network Analysis Laboratory 
EE,4363,001,,3,4,9,,1,,,,,,,,,"Gohil, Ghanshyamsinh","Nguyen, Van Thuan",,,,,gxg172530,ghanshyamsinh gohil,Introduction to Power Electronics 
MECH,6V29,001,,9,2,4,1,,,1,,,,,,,"Li, Yaoyu",,,,,,yxl115230,yaoyu li,Special Topics in Dynamic Systems and Control 
SE,6329,001,,16,1,,,,,,,,,,,,"Nguyen, Tien N","Li, Xuelin",,,,,tnn160630,tien nguyen,
PSCI,4396,HN2,,7,6,,4,,,,,,,,,,"Diehl, Paul","Gallegos, Yahve",,,,,pxd153230,paul diehl,Selected Topics in Government and Politics 
ED,4357,001,,2,,,2,1,1,8,,,2,,1,,"Chandler, Candice",,,,,,cxc031000,candice chandler,Diagnostic Reading 
MECO,6318,501,,9,5,2,1,,,,,,,,,,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley,Energy Economics and The Cost of Regulation 
MATH,6319,501,,13,3,1,,,,,,,,,,,"Ramakrishna, Viswanath",,,,,,vish,viswanath ramakrishna,Principles and Techniques in Applied Mathematics I 
ARTS,3363,001,,13,1,1,,1,,,,,,,1,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Typography  Technology  Image 
ARTS,3382,001,,13,,2,1,,,,,,,,1,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Color as Subject 
HIST,4360,001,1,6,6,1,2,,,,,,,,1,,"Klimchock, Carolee",,,,,,cxk180016,carolee klimchock,Topics in American Women s History 
SPAN,1311,002,,8,3,1,1,1,1,,,,,,2,,"Lambert, Thomas M",,,,,,tml017100,thomas lambert,Beginning Spanish I 
BMEN,6321,001,,7,4,,5,1,,,,,,,,,"Ware, Taylor H",,,,,,thw090020,,Polymers for Biomedical Applications 
CS,4141,111,15,2,,,,,,,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker,Digital Systems Laboratory 
CS,6328,001,,17,,,,,,,,,,,,,"Fishwick, Paul",,,,,,pxf130430,paul fishwick,Modeling and Simulation 
EEDG,7V81,501,,,7,3,1,4,2,,,,,,,,"Carrion Schaefer, Benjamin",,,,,,bxc162630,benjamin carrion schaefer,Special Topics in Digital Systems 
SE,4347,001,2,2,1,2,3,2,,1,2,,1,,1,,"Christiansen, Michael G","Basu, Kinjal",,,,,mgc013000,michael christiansen,Database Systems 
OPRE,6370,501,,14,2,,1,,,,,,,,,,"Sabri, Ehap H","Garg, Harsh",,,,,exs055000,ehap sabri,Global Logistics and Transportation 
GEOS,1103,102,,4,2,2,2,3,1,,,,1,,2,,"Griffin, William R",,,,,,griffin,william griffin,Physical Geology Laboratory 
ARTS,2316,001,1,,9,2,1,1,1,,,,,,2,,"Ligon, Peter A",,,,,,pal140130,peter ligon,Painting Foundations 
ARTS,2350,001,6,,1,2,2,2,2,1,,1,,,,,"Copeland, Colette",,,,,,cxc132230,colette copeland,Photography  Design 
ENTP,6375,0W1,,10,4,2,,,,,,,,,1,,"Bochsler, Daniel C",,,,,,dcb091000,daniel bochsler,Technology and New Product Development 
ITSS,4390,002,,4,7,4,2,,,,,,,,,,"Owens, Dawn M","Krishnan, Arathy",,,,,dmo130130,dawn owens,Information Systems Capstone 
OPRE,6367,002,,17,,,,,,,,,,,,,"Parks, David","Seripalli, Dilip Kumar",,,,,dxp153830,david parks,Capstone Projects in Supply Chain Management 
